iter	Passed	Remaining
443	1212	1518
444	1215	1515
445	1217	1512
446	1220	1509
447	1222	1506
448	1225	1503
449	1227	1500
450	1230	1497
451	1232	1494
452	1235	1491
453	1237	1488
454	1240	1485
455	1243	1483
456	1245	1479
457	1248	1476
458	1250	1473
459	1251	1469
460	1254	1466
461	1256	1463
462	1259	1460
463	1261	1457
464	1263	1454
465	1266	1451
466	1269	1448
467	1271	1445
468	1273	1442
469	1276	1439
470	1278	1436
471	1281	1433
472	1283	1430
473	1286	1427
474	1288	1424
475	1291	1421
476	1293	1418
477	1296	1415
478	1298	1412
479	1301	1409
480	1303	1406
481	1305	1403
482	1308	1400
483	1310	1397
484	1313	1394
485	1315	1391
486	1318	1388
487	1320	1385
488	1323	1382
489	1325	1379
490	1328	1376
491	1330	1373
492	1333	1370
493	1335	1367
494	1337	1364
495	1340	1361
496	1342	1358
497	1345	1356
498	1348	1353
499	1350	1350
500	1353	1347
501	1355	1344
502	1358	1341
503	1360	1338
504	1362	1335
505	1365	1333
506	1367	1330
507	1370	1327
508	1372	1324
509	1375	1321
510	1377	1318
511	1380	1315
512	1382	1312
513	1385	1309
514	1387	1306
515	1390	1303
516	1392	1300
517	1394	1297
518	1397	1295
519	1399	1292
520	1402	1289
521	1404	1286
522	1407	1283
523	1409	1280
524	1412	1277
525	1414	1274
526	1416	1271
527	1419	1268
528	1421	1265
529	1424	1263
530	1426	1260
531	1429	1257
532	1431	1254
533	1434	1251
534	1436	1248
535	1439	1245
536	1441	1243
537	1444	1240
538	1446	1237
539	1449	1234
540	1451	1231
541	1454	1228
542	1456	1226
543	1459	1223
544	1461	1220
545	1464	1217
546	1466	1214
547	1469	1212
548	1472	1209
549	1474	1206
550	1477	1204
551	1480	1201
552	1482	1198
553	1485	1195
554	1487	1192
555	1490	1189
556	1492	1187
557	1495	1184
558	1497	1181
559	1500	1178
560	1502	1175
561	1505	1173
562	1507	1170
563	1510	1167
564	1512	1164
565	1515	1161
566	1517	1159
567	1520	1156
568	1522	1153
569	1525	1150
570	1527	1147
571	1530	1144
572	1532	1142
573	1535	1139
574	1537	1136
575	1540	1133
576	1542	1131
577	1545	1128
578	1547	1125
579	1550	1122
580	1552	1119
581	1555	1117
582	1557	1114
583	1560	1111
584	1562	1108
585	1565	1105
586	1567	1103
587	1570	1100
588	1572	1097
589	1575	1094
590	1577	1091
591	1580	1089
592	1582	1086
593	1585	1083
594	1587	1080
595	1590	1077
596	1592	1075
597	1595	1072
598	1597	1069
599	1600	1066
600	1602	1064
601	1605	1061
602	1607	1058
603	1610	1055
604	1612	1053
605	1615	1050
606	1617	1047
607	1620	1044
608	1623	1042
609	1625	1039
610	1628	1036
611	1630	1033
612	1633	1031
613	1635	1028
614	1638	1025
615	1640	1022
616	1643	1019
617	1645	1017
618	1648	1014
619	1650	1011
620	1652	1008
621	1655	1006
622	1658	1003
623	1660	1000
624	1662	997
625	1665	995
626	1667	992
627	1670	989
628	1673	986
629	1675	984
630	1678	981
631	1680	978
632	1683	976
633	1685	973
634	1688	970
635	1691	967
636	1693	965
637	1696	962
638	1698	959
639	1700	956
640	1703	954
641	1705	951
642	1708	948
643	1710	945
644	1713	943
645	1716	940
646	1718	937
647	1721	934
648	1723	932
649	1726	929
650	1728	926
651	1731	923
652	1733	921
653	1736	918
654	1738	915
655	1741	913
656	1743	910
657	1745	907
658	1748	904
659	1750	901
660	1753	899
661	1755	896
662	1758	893
663	1760	890
664	1763	888
665	1765	885
666	1768	882
667	1770	880
668	1773	877
669	1775	874
670	1778	871
671	1780	869
672	1783	866
673	1785	863
674	1787	860
675	1790	858
676	1792	855
677	1795	852
678	1797	849
679	1800	847
680	1802	844
681	1805	841
682	1807	839
683	1810	836
684	1812	833
685	1815	830
686	1817	828
687	1820	825
688	1822	822
689	1825	819
690	1827	817
691	1830	814
692	1831	811
693	1833	808
694	1836	805
695	1838	803
696	1841	800
697	1843	797
698	1846	795
699	1849	792
700	1851	789
701	1854	787
702	1856	784
703	1859	781
704	1861	779
705	1864	776
706	1866	773
707	1869	770
708	1871	768
709	1874	765
710	1876	762
711	1879	760
712	1882	757
713	1884	754
714	1887	752
715	1889	749
716	1892	746
717	1894	744
718	1897	741
719	1899	738
720	1902	736
721	1905	733
722	1907	730
723	1910	728
724	1912	725
725	1914	722
726	1917	720
727	1920	717
728	1922	714
729	1924	711
730	1926	708
731	1929	706
732	1931	703
733	1934	700
734	1936	698
735	1939	695
736	1941	692
737	1944	690
738	1946	687
739	1949	684
740	1951	682
741	1954	679
742	1956	676
743	1959	674
744	1962	671
745	1964	668
746	1967	666
747	1969	663
748	1972	660
749	1974	658
750	1977	655
751	1979	652
752	1982	650
753	1984	647
754	1987	644
755	1989	642
756	1992	639
757	1994	636
758	1997	634
759	1999	631
760	2002	628
761	2004	626
762	2007	623
763	2009	620
764	2012	618
765	2014	615
766	2017	612
767	2019	610
768	2022	607
769	2024	604
770	2026	602
771	2029	599
772	2031	596
773	2034	594
774	2036	591
775	2039	588
776	2041	586
777	2044	583
778	2046	580
779	2049	578
780	2051	575
781	2054	572
782	2056	570
783	2059	567
784	2061	564
785	2064	562
786	2066	559
787	2069	556
788	2071	554
789	2074	551
790	2076	548
791	2079	546
792	2081	543
793	2084	540
794	2086	538
795	2089	535
796	2091	532
797	2094	530
798	2096	527
799	2099	524
800	2101	522
801	2104	519
802	2106	516
803	2108	514
804	2111	511
805	2113	508
806	2116	506
807	2118	503
808	2120	500
809	2123	498
810	2125	495
811	2128	492
812	2130	490
813	2133	487
814	2135	484
815	2138	482
816	2140	479
817	2143	476
818	2145	474
819	2148	471
820	2150	468
821	2152	466
822	2155	463
823	2157	460
824	2160	458
825	2162	455
826	2165	452
827	2167	450
828	2170	447
829	2172	445
830	2175	442
831	2177	439
832	2180	437
833	2182	434
834	2185	431
835	2187	429
836	2190	426
837	2192	423
838	2195	421
839	2197	418
840	2200	415
841	2202	413
842	2205	410
843	2207	408
844	2210	405
845	2212	402
846	2215	400
847	2217	397
848	2220	394
849	2222	392
850	2225	389
851	2227	387
852	2230	384
853	2233	381
854	2235	379
855	2238	376
856	2240	373
857	2243	371
858	2245	368
859	2248	365
860	2250	363
861	2253	360
862	2255	358
863	2258	355
864	2260	352
865	2263	350
866	2265	347
867	2268	344
868	2270	342
869	2273	339
870	2275	337
871	2278	334
872	2280	331
873	2283	329
874	2285	326
875	2288	323
876	2290	321
877	2293	318
878	2295	316
879	2298	313
880	2301	310
881	2303	308
882	2306	305
883	2308	302
884	2311	300
885	2313	297
886	2316	295
887	2318	292
888	2321	289
889	2323	287
890	2326	284
891	2328	281
892	2331	279
893	2333	276
894	2336	274
895	2338	271
896	2341	268
897	2343	266
898	2346	263
899	2349	261
900	2351	258
901	2354	255
902	2356	253
903	2359	250
904	2361	247
905	2364	245
906	2366	242
907	2369	240
908	2371	237
909	2374	234
910	2376	232
911	2379	229
912	2381	226
913	2384	224
914	2386	221
915	2389	219
916	2391	216
917	2394	213
918	2396	211
919	2399	208
920	2401	206
921	2404	203
922	2406	200
923	2409	198
924	2411	195
925	2414	192
926	2416	190
927	2419	187
928	2421	185
929	2424	182
930	2426	179
931	2429	177
932	2431	174
933	2434	172
934	2436	169
935	2439	166
936	2442	164
937	2444	161
938	2447	158
939	2449	156
940	2452	153
941	2455	151
942	2457	148
943	2460	145
944	2462	143
945	2465	140
946	2467	138
947	2470	135
948	2472	132
949	2475	130
950	2477	127
951	2480	125
952	2482	122
953	2485	119
954	2488	117
955	2490	114
956	2493	112
957	2495	109
958	2498	106
959	2501	104
960	2503	101
961	2506	99
962	2508	96
963	2511	93
964	2513	91
965	2516	88
966	2519	85
967	2521	83
968	2524	80
969	2526	78
970	2529	75
971	2532	72
972	2534	70
973	2537	67
974	2539	65
975	2542	62
976	2545	59
977	2547	57
978	2550	54
979	2552	52
980	2555	49
981	2557	46
982	2560	44
983	2562	41
984	2565	39
985	2567	36
986	2570	33
987	2572	31
988	2575	28
989	2577	26
990	2580	23
991	2582	20
992	2585	18
993	2588	15
994	2590	13
995	2593	10
996	2595	7
997	2598	5
998	2601	2
999	2603	0
